"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Discount","PaymentMethod","ShippingCost","Category","SalesChannel","ReturnStatus","ShipmentProvider","WarehouseLocation","OrderPriority"
939433,"SKU_1923","USB Cable",33,"2023-05-20 04:00",76.56,79583,"Australia",0.1,"paypall",29.81,"Electronics","In-store","Not Returned","DHL","Berlin","High"
892415,"SKU_1319","Headphones",27,"2023-05-04 08:00",95.62,88804,"Italy",0.1,"paypall",10.69,"Apparel","Online","Not Returned","UPS","Paris","Medium"
517653,"SKU_1305","Backpack",8,"2022-07-23 07:00",45.45,61104,"Germany",0.11,"paypall",19.07,"Stationery","Online","Not Returned","FedEx","Amsterdam","High"
209009,"SKU_1244","USB Cable",12,"2023-12-29 08:00",62.7,69416,"Netherlands",0.08,"Bank Transfer",12.63,"Stationery","Online","Not Returned","Royal Mail","Rome","High"
406481,"SKU_1150","Office Chair",16,"2025-08-30 14:00",22.57,73501,"Belgium",0.45,"Credit Card",5.11,"Stationery","In-store","Returned","DHL","London","Medium"
534400,"SKU_1087","USB Cable",27,"2024-09-10 12:00",70.54,71148,"Spain",0.31,"Credit Card",27.65,"Apparel","In-store","Not Returned","DHL","London","High"
103052,"SKU_1694","Blue Pen",30,"2022-01-18 23:00",83.37,58027,"Portugal",0.47,"paypall",11.54,"Electronics","In-store","Not Returned","Royal Mail","Paris","Low"
715863,"SKU_1791","White Mug",36,"2020-06-21 03:00",47.24,61154,"United Kingdom",0.4,"paypall",28.46,"Apparel","In-store","Not Returned","Royal Mail","Rome","High"
967378,"SKU_1204","Wireless Mouse",36,"2022-03-09 23:00",46.44,27755,"Italy",0.09,"Credit Card",17.93,"Furniture","Online","Not Returned","DHL","Berlin","Medium"
843788,"SKU_1944","White Mug",45,"2025-06-05 22:00",1.14,75130,"United Kingdom",0.45,"Bank Transfer",21.02,"Accessories","In-store","Returned","UPS","Paris","Low"
929773,"SKU_1617","White Mug",19,"2023-01-19 21:00",4.75,89880,"Norway",0.46,"paypall",14.5,"Electronics","Online","Returned","UPS","Rome","Medium"
640997,"SKU_1229","White Mug",20,"2021-04-13 06:00",58.43,46173,"Norway",0.4,"Bank Transfer",14.28,"Furniture","Online","Not Returned","FedEx","Amsterdam","Low"
842538,"SKU_1798","Notebook",40,"2025-06-26 06:00",71.23,39248,"France",0.26,"Credit Card",16.25,"Accessories","Online","Not Returned","UPS","London","High"
969559,"SKU_1060","USB Cable",17,"2021-08-15 10:00",75.79,22224,"Belgium",0.21,"Bank Transfer",8.51,"Stationery","In-store","Not Returned","Royal Mail","Berlin","Low"
963058,"SKU_1346","USB Cable",40,"2025-05-02 11:00",50.2,95829,"Portugal",0.46,"Bank Transfer",22.77,"Accessories","Online","Not Returned","Royal Mail","Amsterdam","Medium"
998334,"SKU_1423","Desk Lamp",29,"2023-10-30 06:00",60.01,97724,"Netherlands",0.38,"Bank Transfer",12.78,"Stationery","In-store","Not Returned","DHL","Rome","High"
561693,"SKU_1227","White Mug",49,"2020-10-10 06:00",77.24,57303,"Norway",0.26,"Credit Card",19.58,"Apparel","In-store","Not Returned","Royal Mail","Rome","Medium"
874426,"SKU_1264","White Mug",2,"2022-04-09 19:00",76.49,52482,"France",0.48,"paypall",22.71,"Stationery","Online","Returned","UPS","Berlin","Medium"
417649,"SKU_1917","T-shirt",12,"2023-05-10 21:00",29.67,56657,"France",0.34,"paypall",6.08,"Accessories","Online","Not Returned","Royal Mail","London","High"
909687,"SKU_1608","Wall Clock",12,"2025-04-03 14:00",72.04,44806,"Sweden",0.02,"Bank Transfer",23.69,"Stationery","Online","Not Returned","UPS","Amsterdam","Low"
249503,"SKU_1567","Wireless Mouse",47,"2020-01-02 14:00",38.11,52219,"France",0.27,"paypall",25.15,"Stationery","In-store","Not Returned","UPS","Paris","Medium"
722215,"SKU_1663","Desk Lamp",48,"2021-03-20 10:00",27.54,24944,"Italy",0.37,"paypall",26.12,"Electronics","In-store","Not Returned","DHL","Berlin","High"
488348,"SKU_1838","Blue Pen",6,"2021-08-09 06:00",11.77,95032,"United States",0.33,"paypall",20.08,"Accessories","In-store","Not Returned","Royal Mail","London","Medium"
738714,"SKU_1753","Blue Pen",39,"2025-05-25 09:00",74.73,64409,"Netherlands",0.44,"Credit Card",17.82,"Accessories","In-store","Not Returned","UPS","Paris","Low"
160545,"SKU_1557","Headphones",28,"2020-05-01 04:00",55.81,71390,"Belgium",0.47,"Bank Transfer",16.89,"Stationery","Online","Not Returned","FedEx","Rome","High"
731516,"SKU_1515","T-shirt",20,"2020-09-20 12:00",20.95,98224,"Belgium",0.03,"Bank Transfer",17.87,"Apparel","Online","Returned","Royal Mail","Paris","Low"
784050,"SKU_1890","Blue Pen",3,"2021-01-16 18:00",11.4,39280,"Netherlands",0.28,"Bank Transfer",21.15,"Accessories","In-store","Not Returned","FedEx","Rome","Medium"
958985,"SKU_1645","Headphones",33,"2022-05-18 06:00",62.89,77644,"Spain",0.19,"paypall",24.36,"Accessories","Online","Not Returned","FedEx","Rome","Low"
155569,"SKU_1924","USB Cable",34,"2023-01-28 04:00",51.52,88350,"Belgium",0.18,"paypall",10.97,"Apparel","In-store","Not Returned","DHL","London","High"
552044,"SKU_1194","USB Cable",3,"2024-03-02 00:00",28.03,51032,"Netherlands",0.39,"paypall",7.78,"Accessories","In-store","Not Returned","FedEx","London","Low"
479949,"SKU_1848","White Mug",42,"2023-08-28 00:00",71.63,59538,"Portugal",0.23,"Credit Card",26.88,"Stationery","In-store","Not Returned","FedEx","London","Low"
970300,"SKU_1650","Notebook",38,"2025-03-31 10:00",21.78,32653,"United Kingdom",0.33,"Bank Transfer",7.84,"Furniture","In-store","Not Returned","DHL","Rome","High"
809560,"SKU_1823","Notebook",46,"2020-09-19 17:00",12.46,89397,"Spain",0.05,"Bank Transfer",28.64,"Stationery","In-store","Returned","DHL","London","High"
987442,"SKU_1224","Blue Pen",19,"2023-08-03 11:00",20.68,60522,"Spain",0.1,"Credit Card",17.64,"Furniture","In-store","Not Returned","DHL","London","High"
648408,"SKU_1152","USB Cable",20,"2024-07-24 15:00",61.18,35662,"France",0.46,"paypall",13.61,"Furniture","Online","Not Returned","DHL","Amsterdam","Low"
280680,"SKU_1675","T-shirt",49,"2021-06-26 16:00",25.82,94618,"Sweden",0.23,"Credit Card",6.85,"Apparel","Online","Not Returned","FedEx","Berlin","High"
279669,"SKU_1792","USB Cable",12,"2025-04-09 09:00",10.85,95397,"Norway",0.23,"Credit Card",6.67,"Apparel","In-store","Not Returned","DHL","Paris","High"
588371,"SKU_1866","White Mug",21,"2024-12-29 21:00",32.5,31639,"Australia",0.19,"Bank Transfer",28.5,"Furniture","In-store","Not Returned","UPS","Rome","Low"
825483,"SKU_1661","Headphones",4,"2023-02-16 15:00",95.87,84906,"Australia",0.25,"Bank Transfer",8.76,"Furniture","Online","Returned","DHL","London","High"
198941,"SKU_1914","Wireless Mouse",34,"2024-05-09 12:00",12.76,47816,"Portugal",0.21,"Credit Card",21.32,"Furniture","Online","Not Returned","Royal Mail","London","Low"
331730,"SKU_1543","Office Chair",19,"2022-08-07 06:00",44.44,81720,"United States",0.04,"Credit Card",10.32,"Electronics","Online","Not Returned","FedEx","Paris","High"
727761,"SKU_1428","USB Cable",27,"2022-02-27 10:00",75.61,38029,"United States",0.07,"Bank Transfer",10.2,"Electronics","Online","Not Returned","Royal Mail","London","High"
258002,"SKU_1814","Backpack",11,"2023-04-08 10:00",28.03,55731,"Sweden",0.39,"Credit Card",18.25,"Furniture","Online","Returned","UPS","Rome","Low"
335020,"SKU_1611","Headphones",14,"2021-08-10 09:00",24.07,48496,"Belgium",0.3,"Credit Card",10.98,"Stationery","Online","Not Returned","FedEx","Amsterdam","Medium"
786840,"SKU_1410","Office Chair",27,"2020-03-04 07:00",42.06,92938,"Germany",0.47,"paypall",28.43,"Furniture","In-store","Returned","Royal Mail","Berlin","Medium"
790641,"SKU_1378","Notebook",37,"2021-03-20 07:00",32,21197,"Germany",0.05,"paypall",27.13,"Furniture","Online","Returned","DHL","London","Medium"
248112,"SKU_1098","Headphones",26,"2021-06-28 22:00",56.01,62238,"Norway",0.1,"Credit Card",6.83,"Apparel","In-store","Not Returned","FedEx","London","Low"
165725,"SKU_1412","USB Cable",16,"2020-01-02 19:00",9.08,46393,"France",0.04,"Bank Transfer",18.69,"Apparel","In-store","Not Returned","Royal Mail","Rome","Low"
968818,"SKU_1730","Wireless Mouse",15,"2024-07-31 05:00",34.88,46550,"Portugal",0.07,"Bank Transfer",28.49,"Electronics","In-store","Not Returned","DHL","Amsterdam","Medium"
950316,"SKU_1040","USB Cable",18,"2025-03-26 14:00",39.01,54592,"United Kingdom",0.09,"paypall",18.46,"Stationery","Online","Not Returned","DHL","Paris","Low"
533531,"SKU_1544","Wall Clock",10,"2022-10-06 04:00",40.23,67717,"Sweden",0.44,"Bank Transfer",17.48,"Apparel","In-store","Not Returned","FedEx","Berlin","High"
281839,"SKU_1585","Wireless Mouse",18,"2023-04-04 03:00",56.84,39903,"Australia",0.45,"paypall",18.87,"Electronics","Online","Not Returned","Royal Mail","Rome","Low"
743561,"SKU_1935","White Mug",13,"2020-04-11 00:00",84.57,30224,"Norway",0.28,"Credit Card",20.7,"Apparel","In-store","Not Returned","Royal Mail","Rome","High"
231692,"SKU_1823","Office Chair",43,"2023-03-29 01:00",93.42,60237,"Belgium",0.26,"Bank Transfer",12.48,"Electronics","Online","Not Returned","UPS","London","High"
232534,"SKU_1157","Wall Clock",3,"2020-11-20 15:00",76.25,16236,"Belgium",0.01,"Credit Card",13.46,"Accessories","Online","Not Returned","UPS","London","Medium"
277696,"SKU_1874","White Mug",44,"2021-09-16 15:00",94.53,36815,"Netherlands",0.1,"paypall",20.95,"Accessories","Online","Not Returned","Royal Mail","Paris","High"
977061,"SKU_1183","White Mug",37,"2024-12-09 15:00",4.66,10725,"France",0.47,"Credit Card",10.45,"Stationery","Online","Not Returned","UPS","London","Medium"
950500,"SKU_1946","Wall Clock",7,"2021-08-19 09:00",57.38,35423,"Spain",0.4,"Bank Transfer",7.01,"Apparel","Online","Not Returned","DHL","Paris","Medium"
849036,"SKU_1180","White Mug",10,"2022-09-03 00:00",89.05,11246,"Sweden",0.21,"Credit Card",5.32,"Electronics","Online","Not Returned","UPS","London","Medium"
304278,"SKU_1547","Blue Pen",8,"2023-10-18 11:00",73.83,75710,"Italy",0.46,"paypall",18.96,"Furniture","Online","Not Returned","UPS","Amsterdam","High"
429916,"SKU_1886","Backpack",24,"2024-09-06 09:00",95.34,74125,"France",0.25,"Bank Transfer",25.49,"Furniture","In-store","Not Returned","FedEx","Amsterdam","Low"
494093,"SKU_1158","T-shirt",20,"2021-01-06 17:00",9.36,99860,"Spain",0.13,"Bank Transfer",13.81,"Furniture","In-store","Not Returned","FedEx","London","Medium"
189976,"SKU_1330","Headphones",19,"2024-02-17 17:00",18.67,85011,"Germany",0.07,"Bank Transfer",17.39,"Accessories","Online","Not Returned","DHL","Amsterdam","Low"
344636,"SKU_1336","T-shirt",28,"2024-03-02 05:00",47.86,81733,"United States",0.24,"Bank Transfer",23.99,"Stationery","In-store","Not Returned","UPS","Rome","High"
951380,"SKU_1032","Office Chair",33,"2023-06-01 15:00",77.33,13180,"Belgium",0.25,"paypall",12.04,"Furniture","Online","Not Returned","Royal Mail","Paris","High"
613529,"SKU_1870","Office Chair",17,"2023-09-09 02:00",37.59,96408,"France",0.23,"paypall",29.62,"Furniture","Online","Not Returned","UPS","Amsterdam","High"
435752,"SKU_1066","Office Chair",5,"2023-10-25 20:00",23.48,83419,"Germany",0.42,"paypall",26.47,"Apparel","Online","Not Returned","DHL","Rome","High"
121500,"SKU_1622","Headphones",28,"2023-08-26 15:00",54.38,36206,"Norway",0.17,"paypall",6.23,"Accessories","In-store","Returned","FedEx","Amsterdam","Low"
382579,"SKU_1007","Wall Clock",23,"2020-10-07 17:00",41.21,42080,"Australia",0.32,"Bank Transfer",29.27,"Apparel","In-store","Not Returned","UPS","Amsterdam","Low"
434971,"SKU_1709","Headphones",22,"2020-08-03 08:00",85.34,81392,"Norway",0.34,"paypall",27.43,"Stationery","In-store","Not Returned","FedEx","Amsterdam","High"
240562,"SKU_1393","Backpack",18,"2021-02-23 20:00",31.78,51167,"United States",0.33,"paypall",12.28,"Electronics","In-store","Not Returned","DHL","London","Medium"
653336,"SKU_1881","Backpack",49,"2023-05-15 11:00",29.91,39809,"Portugal",0.32,"paypall",29.45,"Stationery","In-store","Not Returned","Royal Mail","Amsterdam","High"
417769,"SKU_1596","Notebook",3,"2025-06-19 06:00",27.66,39722,"France",0.21,"Bank Transfer",23.8,"Apparel","In-store","Returned","UPS","Rome","Low"
431104,"SKU_1826","Wall Clock",16,"2025-03-09 06:00",3.74,73607,"France",0.11,"Bank Transfer",5.83,"Electronics","In-store","Returned","FedEx","London","Low"
306354,"SKU_1094","T-shirt",39,"2021-03-10 00:00",17.81,29577,"Italy",0.27,"Credit Card",22.94,"Accessories","Online","Returned","FedEx","Amsterdam","Low"
426057,"SKU_1105","Desk Lamp",35,"2025-06-22 20:00",17.03,13979,"Norway",0.07,"paypall",10.44,"Electronics","Online","Not Returned","UPS","Paris","Low"
742240,"SKU_1316","Wall Clock",37,"2022-10-23 08:00",41.43,82018,"Germany",0.07,"Bank Transfer",28.59,"Apparel","Online","Returned","DHL","Berlin","High"
308358,"SKU_1565","T-shirt",37,"2023-04-17 21:00",28.7,39423,"Portugal",0.06,"Bank Transfer",23.36,"Stationery","Online","Not Returned","FedEx","Paris","Low"
734457,"SKU_1035","Backpack",11,"2020-04-13 18:00",19.95,79752,"Netherlands",0,"paypall",27.35,"Furniture","In-store","Not Returned","FedEx","London","High"
821898,"SKU_1465","Wireless Mouse",10,"2024-03-19 13:00",78.22,93415,"United Kingdom",0.07,"Bank Transfer",26.81,"Electronics","In-store","Not Returned","UPS","London","High"
844427,"SKU_1712","T-shirt",12,"2023-03-30 12:00",53.45,96602,"Italy",0.22,"Bank Transfer",6.01,"Accessories","In-store","Not Returned","UPS","Berlin","High"
255666,"SKU_1891","Blue Pen",6,"2020-11-05 01:00",90.37,41779,"Sweden",0.5,"Bank Transfer",20.85,"Stationery","Online","Not Returned","Royal Mail","Rome","Medium"
244097,"SKU_1446","White Mug",1,"2020-03-27 04:00",58.64,28315,"France",0.48,"paypall",13.47,"Electronics","Online","Returned","FedEx","Rome","High"
261764,"SKU_1039","White Mug",48,"2023-03-05 12:00",15.07,29674,"Belgium",0.23,"Credit Card",10.79,"Apparel","In-store","Not Returned","DHL","London","Medium"
797652,"SKU_1239","USB Cable",10,"2021-01-08 15:00",12.43,11404,"Italy",0.2,"Bank Transfer",7.28,"Electronics","Online","Not Returned","FedEx","Amsterdam","Low"
131673,"SKU_1146","Office Chair",41,"2021-02-19 02:00",19.83,70374,"Germany",0.05,"Bank Transfer",12.86,"Furniture","In-store","Not Returned","DHL","Rome","Medium"
722288,"SKU_1679","Headphones",46,"2020-09-06 09:00",93.69,25696,"Portugal",0.18,"Credit Card",20.68,"Electronics","Online","Not Returned","DHL","Berlin","Low"
568910,"SKU_1390","Blue Pen",6,"2023-11-10 22:00",35.28,66602,"Sweden",0.12,"paypall",9.37,"Stationery","Online","Not Returned","UPS","Paris","Low"
813532,"SKU_1396","Wall Clock",13,"2023-09-29 06:00",35.62,82120,"France",0.32,"Credit Card",16.83,"Electronics","Online","Not Returned","UPS","Berlin","High"
143147,"SKU_1258","Wall Clock",36,"2021-09-30 14:00",44.1,80080,"France",0.03,"paypall",27.68,"Furniture","In-store","Not Returned","DHL","Paris","Medium"
300733,"SKU_1712","T-shirt",34,"2024-05-12 07:00",7.48,49933,"Belgium",0.19,"paypall",21.59,"Accessories","Online","Not Returned","Royal Mail","Berlin","Low"
965228,"SKU_1447","T-shirt",31,"2024-09-26 17:00",67.23,53936,"Portugal",0.32,"Bank Transfer",19.78,"Apparel","Online","Not Returned","Royal Mail","Rome","Medium"
870907,"SKU_1887","Blue Pen",45,"2025-01-22 15:00",20.91,97317,"United Kingdom",0.41,"paypall",6.33,"Furniture","Online","Not Returned","DHL","Rome","Low"
695597,"SKU_1421","Desk Lamp",23,"2021-05-10 03:00",80.85,55051,"Portugal",0.33,"Credit Card",11.03,"Stationery","Online","Returned","Royal Mail","Amsterdam","Low"
448857,"SKU_1502","USB Cable",2,"2021-05-26 18:00",44.23,80773,"Spain",0.42,"Bank Transfer",29.07,"Electronics","In-store","Not Returned","DHL","Amsterdam","High"
910239,"SKU_1570","Office Chair",17,"2023-11-02 15:00",71.82,99723,"Italy",0.34,"paypall",14.22,"Furniture","In-store","Not Returned","DHL","Paris","Low"
782567,"SKU_1413","USB Cable",41,"2021-08-20 14:00",55.19,88984,"United States",0.13,"paypall",29.79,"Electronics","Online","Not Returned","DHL","London","High"
481416,"SKU_1132","Office Chair",7,"2023-10-29 13:00",9.03,15196,"Germany",0.37,"paypall",27.7,"Accessories","In-store","Not Returned","DHL","Berlin","Low"
564668,"SKU_1277","Office Chair",5,"2025-08-22 12:00",64.26,62703,"United States",0.49,"paypall",11.03,"Accessories","In-store","Not Returned","Royal Mail","Paris","Medium"
977903,"SKU_1344","Office Chair",9,"2023-10-09 06:00",71.19,25585,"France",0.23,"paypall",28.24,"Apparel","Online","Not Returned","DHL","Amsterdam","Medium"
664679,"SKU_1903","Blue Pen",49,"2021-09-22 20:00",59.19,32142,"Italy",0.16,"Credit Card",20.46,"Furniture","In-store","Not Returned","UPS","Rome","Medium"
258116,"SKU_1239","Wall Clock",19,"2024-05-07 16:00",55.03,94126,"Australia",0.45,"Credit Card",24.42,"Furniture","In-store","Not Returned","DHL","Amsterdam","Medium"
866767,"SKU_1200","Blue Pen",47,"2023-03-13 21:00",7.08,21773,"Spain",0.22,"Credit Card",19.52,"Accessories","In-store","Not Returned","UPS","Amsterdam","Medium"
232805,"SKU_1426","White Mug",13,"2024-10-07 11:00",94.89,89750,"Australia",0.47,"paypall",12.75,"Furniture","Online","Not Returned","DHL","London","Medium"
501921,"SKU_1807","White Mug",44,"2020-03-05 20:00",41.17,37772,"Netherlands",0.17,"Bank Transfer",12.61,"Apparel","In-store","Not Returned","FedEx","Berlin","High"
365976,"SKU_1109","Office Chair",13,"2021-01-27 20:00",29.99,53234,"Sweden",0.31,"paypall",25.73,"Electronics","In-store","Not Returned","Royal Mail","London","High"
453923,"SKU_1857","T-shirt",1,"2022-06-11 16:00",81.72,50820,"Australia",0.3,"paypall",25.28,"Furniture","Online","Not Returned","Royal Mail","Paris","High"
495822,"SKU_1056","Headphones",27,"2022-01-13 02:00",59.76,78411,"Sweden",0.34,"paypall",14.44,"Electronics","Online","Not Returned","DHL","Amsterdam","Medium"
258987,"SKU_1913","Headphones",3,"2021-11-15 23:00",46.25,35615,"France",0.29,"paypall",28.8,"Apparel","Online","Not Returned","FedEx","Berlin","Low"
711882,"SKU_1479","Wireless Mouse",6,"2021-12-03 06:00",62.12,86539,"Sweden",0.43,"paypall",20.21,"Stationery","Online","Not Returned","UPS","London","Medium"
349690,"SKU_1324","Blue Pen",30,"2020-03-22 11:00",22.72,70322,"Norway",0.2,"Bank Transfer",14.28,"Accessories","In-store","Not Returned","UPS","Rome","Medium"
798429,"SKU_1802","Blue Pen",8,"2022-12-25 08:00",52.73,43200,"Germany",0.37,"Bank Transfer",12.8,"Electronics","In-store","Returned","DHL","Paris","Medium"
624339,"SKU_1014","Headphones",37,"2022-10-26 08:00",31.21,85380,"Germany",0.38,"Bank Transfer",15.43,"Electronics","In-store","Not Returned","UPS","Rome","Medium"
567741,"SKU_1776","Headphones",27,"2023-03-30 20:00",63.57,31292,"Australia",0.4,"Credit Card",6.38,"Stationery","In-store","Not Returned","DHL","London","High"
978174,"SKU_1417","Wireless Mouse",38,"2022-11-22 12:00",43.26,71383,"Norway",0.26,"paypall",7.12,"Furniture","Online","Not Returned","FedEx","Berlin","Low"
211032,"SKU_1367","Backpack",41,"2020-06-12 03:00",9.75,66259,"United Kingdom",0.36,"paypall",13.6,"Apparel","Online","Not Returned","DHL","Berlin","High"
630032,"SKU_1422","Blue Pen",42,"2020-06-21 08:00",28.83,88200,"Portugal",0.14,"Bank Transfer",19.22,"Furniture","Online","Not Returned","Royal Mail","London","Medium"
973373,"SKU_1356","Headphones",42,"2024-02-22 07:00",28.3,77269,"France",0.35,"paypall",25.74,"Electronics","Online","Not Returned","FedEx","Rome","Low"
270275,"SKU_1812","T-shirt",27,"2023-03-08 19:00",62.38,96934,"United States",0.09,"Bank Transfer",25.41,"Furniture","Online","Not Returned","DHL","Amsterdam","High"
682992,"SKU_1911","Office Chair",15,"2022-02-26 04:00",49.9,31805,"Germany",0.17,"paypall",20.5,"Furniture","Online","Not Returned","DHL","London","Medium"
769426,"SKU_1306","Office Chair",7,"2022-11-12 07:00",98.21,38726,"Australia",0.31,"Credit Card",26.5,"Apparel","In-store","Not Returned","Royal Mail","London","High"
455247,"SKU_1365","Desk Lamp",7,"2021-09-14 06:00",52.38,36979,"Italy",0.12,"Bank Transfer",20.21,"Apparel","In-store","Not Returned","Royal Mail","Berlin","Medium"
699435,"SKU_1887","Backpack",38,"2022-09-01 07:00",57.19,99744,"Sweden",0.19,"Credit Card",20.71,"Accessories","Online","Not Returned","FedEx","Amsterdam","Medium"
